Region,County,Town,102_1,102_2,102_3,102_4,102_5,102_6,102_7,102_8,102_9,102_10,102_11,102_12,103_1,103_2,103_3,103_4,103_5,103_6,103_7,103_8,103_9,103_10,103_11,103_12,104_1,104_2,104_3,104_4,104_5,104_6,104_7,104_8,104_9,104_10,104_11,104_12,Factory_cnt_102,Factory_cnt_103,Factory_cnt_104,Factory_employee_102,Factory_employee_103,Factory_employee_104,Factory_to_102,Factory_to_103,Factory_to_104,To_employee_102,To_employee_103,To_employee_104,To_factory_102,To_factory_103,To_factory_104,
A680100035,桃園市,平鎮區,383840.02,342866.07,383291.28,370683.75,450450.11,500765.21,521981.03,526395.87,429617.87,376427.20,330515.78,297279.70,372193.9498,328569.1046,379379.0873,349129.4929,439622.4812,503180.3017,505854.943,479037.487,399837.2199,364292.625,345731.0534,374378.2103,369554.20,339761.61,360544.59,344937.22,427987.34,487485.05,497318.77,503177.01,413457.43,378664.02,357508.17,360948.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100036,桃園市,平鎮區,416645.82,426835.40,392756.64,421686.44,457948.41,510997.57,530427.42,598727.40,414117.21,450435.27,328797.00,338941.32,395499.3713,372334.0389,422979.2531,421946.8281,493098.9199,544904.2494,541660.6451,535293.8901,433536.282,438068.6217,398953.039,451792.3875,392694.33,385017.37,401980.20,416880.18,480048.46,527907.54,532520.26,562268.27,448304.43,455350.49,412543.13,435585.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100040,桃園市,平鎮區,524188.23,503068.47,488678.81,529232.36,576050.07,629451.81,703956.38,732228.33,535037.57,593088.05,450304.56,505724.64,486537.8731,456443.3662,467742.6692,495404.9779,571656.2959,624199.7219,677923.8112,661442.4949,466568.374,523720.9648,407996.267,408385.9161,483087.15,471991.83,444521.31,489456.26,556526.72,604729.62,666484.02,694773.72,482461.74,544381.83,421894.41,393736.16,6,7,8,79,131,185,150,250,454,1899,1911,2456,25,35.8,56.8,
A680100044,桃園市,平鎮區,242918.97,222635.60,224513.38,216473.81,274537.96,280825.50,309408.93,314692.47,237335.30,237300.93,100697.09,77371.50,244905.7303,218174.3252,243439.5176,228889.0714,275345.7794,282977.7305,313194.6599,302791.7242,242491.5537,240065.5024,216280.5456,240991.3316,243168.76,225606.30,231353.82,226140.62,268058.42,274151.06,307909.58,318049.92,250751.88,249536.12,223648.01,232346.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100049,桃園市,平鎮區,30996.73,26293.26,28729.51,29074.06,31247.83,34915.46,38489.20,34483.79,30923.32,29678.97,26908.43,18010.64,141002.0233,119195.9238,141009.573,139495.7959,155276.3876,179233.6236,206446.1155,178653.0933,153036.041,146843.7823,123101.5994,142324.8651,140001.98,123256.26,134009.07,137820.76,151166.81,173642.95,202962.39,187655.73,158249.12,152636.79,127294.98,137219.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100058,桃園市,平鎮區,406435.90,357436.81,371066.99,368848.47,392154.99,442509.33,529980.04,475586.45,407280.50,395357.28,347705.18,337747.80,409794.8405,341290.6142,399950.4234,375402.4733,396766.0848,458656.6039,539912.1395,456305.6532,385592.1785,381216.9481,340581.3934,405332.6586,406888.41,352916.47,380094.65,370894.72,386265.19,444350.14,530801.26,479299.68,398727.14,396256.01,352183.09,390792.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100060,桃園市,平鎮區,427393.75,381883.94,402736.56,414331.56,456707.23,506858.41,595170.85,543585.17,457621.00,445207.04,386420.18,380789.21,397772.2817,345358.533,410715.9334,412118.3903,466110.5911,522788.3788,594914.2867,515515.4307,430913.2829,423778.7395,355886.214,424632.3537,394951.12,357122.96,390325.70,407169.76,453774.41,506481.51,584875.26,541493.14,445592.08,440496.87,368009.26,409399.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100064,桃園市,平鎮區,513319.78,487250.18,504619.88,526658.52,589369.70,629757.13,700289.83,733069.66,525064.21,573713.78,373459.01,416445.56,576624.0708,526850.7324,599510.532,601620.1067,696057.145,731917.5474,812328.2824,822996.2722,590798.6072,658503.2931,566701.2973,617949.1587,572534.42,544797.58,569747.48,594395.98,677635.15,709087.50,798620.45,864468.47,610923.80,684481.34,586005.63,595781.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100069,桃園市,平鎮區,512646.19,431497.30,511911.19,465047.02,543987.33,555772.31,648082.50,574150.18,532160.48,476593.32,458319.47,487811.26,550428.612,443880.4444,538932.9104,469523.114,547867.6198,604731.3938,679682.4274,584616.1467,538376.6878,495204.6282,464202.2448,537272.5194,546524.75,459000.96,512177.27,463885.18,533367.64,585868.55,668212.96,614075.96,556716.16,514740.52,480015.01,517999.30,43,39,38,1369,1328,1375,14896,16953,16804,10881,12765,12221,346.4,434.7,442.2,
A680100072,桃園市,平鎮區,358673.28,321387.24,318754.32,310142.47,370514.67,359614.64,423834.46,425785.91,324434.08,332935.14,91436.52,94537.54,292231.8362,253510.1712,282225.3637,261553.6002,342963.9666,340824.121,369038.4191,346091.361,258712.3715,263062.161,252800.2155,261870.3611,290159.21,262145.84,268214.12,258412.92,333887.01,330193.10,362810.99,363531.50,267525.25,273440.00,261411.70,252476.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100077,桃園市,平鎮區,365347.80,346635.28,346386.70,366466.67,409346.46,441952.33,495303.07,538344.41,372476.90,421492.40,217989.97,268394.53,458563.9507,448265.1714,493825.0124,510957.9143,561310.7998,629094.0049,646481.6732,675701.2612,448565.936,516619.1619,446665.5708,501662.5361,455311.63,463535.05,469308.78,504822.44,546455.03,609471.24,635572.46,709751.01,463846.06,536999.86,461880.96,483666.73,54,53,51,3469,3409,3327,15200,14516,14106,4382,4258,4240,281.5,273.9,276.6,
A680100081,桃園市,平鎮區,353945.36,351147.05,338786.57,356408.51,386689.92,427895.10,414892.30,451457.77,344913.68,374178.44,245801.47,260434.31,453344.9857,413400.737,447983.1881,441078.3453,499744.4519,530262.5644,540806.4711,533575.5216,427624.2807,454774.4831,414338.5703,477484.0266,450129.68,427482.98,425742.80,435781.97,486518.11,513722.56,531680.50,560463.31,442191.04,472715.40,428452.76,460355.56,23,24,24,432,450,499,2386,2269,2537,5524,5041,5083,103.8,94.5,105.7,
A680110015,桃園市,新屋區,296669.78,258532.09,297767.08,289682.08,324396.52,381250.46,426394.54,364334.46,346159.97,284305.43,269096.39,208824.45,285354.9224,238347.421,295014.6661,274486.4754,297882.2339,371864.991,408208.6874,321230.3882,301692.8382,271450.2112,284694.2352,301390.6667,283331.07,246466.58,280368.49,271190.50,289998.42,360265.74,401320.27,337417.74,311969.82,282158.96,294392.17,290579.08,16,18,18,278,411,423,884,1990,1859,3178,4841,4394,55.2,110.5,103.3,
A680120001,桃園市,觀音區,385021.79,317099.49,386394.20,351589.37,415204.89,507411.10,558551.47,513562.65,507606.22,369926.04,371479.56,169161.87,410743.9419,327091.3533,427013.5375,380875.6946,446042.1659,558053.7706,604652.6593,477362.4929,480642.2655,384770.5577,388704.8474,415829.5257,407830.78,338233.52,405814.20,376302.22,434237.12,540646.90,594449.30,501417.61,497015.05,399949.81,401945.84,400912.75,247,237,236,23020,22413,22397,271761,269453,246863,11805,12022,11022,1100.2,1136.9,1046,
A680120002,桃園市,觀音區,367165.06,310956.58,381583.36,355195.25,405914.39,473532.28,551716.66,462686.40,465822.78,356349.57,343238.05,272062.39,377270.253,306284.0707,403692.8167,356604.481,404439.2648,516918.4432,612256.258,465501.2417,460893.8918,382025.8662,363180.5954,391062.2352,374594.50,316717.45,383651.25,352322.45,393735.29,500794.67,601924.59,488958.65,476593.96,397096.84,375552.12,377033.92,17,10,12,791,609,861,5136,3181,6127,6493,5223,7116,302.1,318.1,510.6,
A680120008,桃園市,觀音區,489866.41,429867.98,505083.49,488316.26,556297.22,683972.59,789533.43,678896.14,636629.43,512602.25,452199.99,407204.51,512297.4202,417595.5435,532136.3197,489917.627,566778.4272,706924.832,823920.8846,655370.7982,617002.3333,539184.91,490126.8297,539552.5079,508664.00,431820.68,505718.10,484034.80,551777.95,684874.36,810017.43,688396.06,638020.14,560455.83,506822.70,520197.50,18,19,19,865,998,1047,4188,4983,4993,4842,4993,4769,232.7,262.2,262.8,
A680120009,桃園市,觀音區,399566.94,349048.41,390186.89,382255.17,440316.67,518858.83,569968.87,561277.33,497874.21,410753.02,381305.63,382408.62,410364.5209,354131.9035,432119.8852,381192.8125,454068.102,554978.0834,597426.8252,486525.3888,467078.0135,396342.3682,394369.8911,435151.9045,407454.05,366195.19,410667.04,376615.53,442050.64,537667.15,587345.40,511042.24,482988.74,411978.13,407803.86,419541.99,30,27,31,605,583,589,3629,3209,3313,5999,5504,5625,121,118.9,106.9,
A680120015,桃園市,觀音區,353833.53,319263.63,346915.13,347601.85,398439.83,430300.04,491751.61,460912.12,378878.98,369020.88,337024.37,335130.33,371420.3834,322993.8522,379770.2361,372363.6639,443884.5418,493214.198,548832.7628,484163.1653,399463.8583,385190.2508,343747.5695,385106.6235,368786.12,333996.44,360916.32,367892.40,432136.60,477829.81,539571.35,508560.98,413071.35,400386.06,355457.12,371291.95,16,19,21,1843,1892,2477,10200,14018,13475,5535,7409,5440,637.5,737.8,641.7,
A680120021,桃園市,觀音區,561381.65,521321.11,542150.78,524941.70,616500.96,659807.18,708849.00,735564.37,580616.33,550769.62,477116.41,464977.89,603776.7586,544098.846,603783.6431,539552.1174,675806.3635,740699.7219,756997.9064,710072.4194,590795.1258,556460.8324,539157.79,599677.6469,599494.53,562633.24,573808.45,533073.29,657920.33,717595.74,744223.76,745854.19,610920.20,578413.29,557523.87,578165.81,18,16,16,1276,1353,1346,9564,9529,10246,7496,7043,7612,531.4,595.6,640.4,
A680040052,桃園市,楊梅區,389876.24,411028.50,385244.52,433796.71,479098.42,552906.09,531648.51,606383.80,397304.91,465742.03,281075.06,309540.96,277811.2899,258800.5285,272471.4026,266505.0056,337711.7709,357124.6384,382274.9421,376017.9868,269732.546,285873.8276,226081.3667,259960.334,275840.94,267616.41,258944.40,263304.87,328773.82,345985.17,375824.15,394966.18,278920.82,297151.59,233782.69,250634.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680040053,桃園市,楊梅區,750875.28,631304.09,720607.12,721098.89,787210.43,837580.76,893579.54,819165.88,793802.10,681421.53,646293.21,581781.84,380235.2218,394415.6136,393747.9583,434473.2223,468322.6252,564643.3948,529486.0723,573030.4785,393093.9358,454506.5337,339453.4075,422085.0458,377538.44,407851.14,374200.11,429256.16,455927.90,547030.98,520551.13,601906.47,406484.44,472436.88,351016.68,406943.87,9,9,9,852,877,925,10509,9333,8032,12335,10642,8684,1167.7,1037,892.5,
A680040056,桃園市,楊梅區,313087.92,298522.40,297367.33,302885.53,354176.40,372626.20,392166.44,412341.09,315437.26,333964.15,159656.44,138885.05,884518.2305,819962.1514,861377.4066,842595.2046,863948.0511,1018059.342,917303.2888,963480.6431,737647.7317,856784.9539,686169.2835,894350.3341,878244.87,847893.66,818613.82,832477.50,841082.62,986303.93,901824.03,1012032.09,762775.25,890585.24,709543.22,862267.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680050011,桃園市,蘆竹區,1719746.37,1572440.72,1855380.40,1947617.12,2205343.54,2473386.53,2738934.29,2581261.01,2246167.03,2138726.83,1870656.08,1743043.26,1991314.325,1695418.719,2080094.47,2171032.215,2467679.136,2688581.604,2914340.268,2713508.585,2348619.804,2383236.343,2025497.914,2179603.868,1977191.12,1753172.12,1976826.96,2144962.92,2402369.02,2604719.09,2865161.52,2850246.95,2428624.10,2477255.35,2094495.26,2101416.39,298,303,301,9527,10077,10355,33377,34185,34913,3503,3392,3372,112,112.8,116,
A680050023,桃園市,蘆竹區,772034.17,682623.57,788639.05,787169.33,998412.57,1170542.75,1191295.10,1195891.70,1009135.78,888177.22,732214.05,631834.39,504710.0978,405661.6541,494702.3588,496672.5892,571533.8554,751938.4721,923001.8302,712893.3574,608595.7968,531832.2437,436200.7969,505419.5801,501130.49,419480.27,470142.57,490708.65,556407.52,728483.93,907426.41,748817.28,629327.24,552813.10,451059.71,487289.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680050024,桃園市,蘆竹區,498416.82,400645.32,467034.65,488414.91,555810.05,701950.79,895531.27,753548.14,652587.62,560031.50,455700.66,462037.21,1807182.599,1549892.075,1926037.607,2003781.726,2530235.906,2718731.926,2856508.644,2640011.28,2280584.534,2066603.772,1958511.882,2000111.498,1794365.33,1602688.20,1830418.34,1979720.74,2463270.15,2633928.96,2808305.79,2773045.99,2358271.25,2148131.58,2025227.39,1928362.83,115,128,132,3813,4200,4249,15439,16609,16662,4049,3955,3921,134.3,129.8,126.2,
A680050025,桃園市,蘆竹區,1784713.72,1603452.94,1921493.45,1967899.24,2416082.63,2823224.04,2963279.51,2851721.70,2473833.78,2146204.49,1884987.31,1591844.19,870432.2772,696862.6795,854259.0096,857802.8245,991807.2393,1267709.423,1538672.496,1221276.306,1068847.988,944671.4301,780940.1035,903408.2527,864258.82,720600.88,811848.82,847502.51,965557.86,1228166.90,1512707.79,1282818.52,1105257.64,981938.85,807542.35,871000.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680050026,桃園市,蘆竹區,793666.80,674020.17,779465.29,819974.40,957901.78,1168647.29,1465051.38,1255454.42,1114816.21,966334.88,774229.65,809218.88,447884.0143,405557.6954,461913.9279,461976.2833,546871.1469,610278.7165,645898.9295,598027.4292,474087.7704,477785.024,404525.0615,479110.9895,444707.44,419372.77,438981.94,456428.97,532397.54,591242.84,634999.55,628163.06,490237.28,496633.71,418304.96,461924.16,11,14,13,302,371,370,1197,1310,1159,3964,3531,3131,108.8,93.6,89.1,
A680050027,桃園市,蘆竹區,488784.17,459340.30,447271.87,464008.12,505378.38,586017.44,675701.20,668852.74,500972.95,513020.08,318427.73,271814.98,1105351.278,957803.6453,1155242.586,1090768.234,1386591.308,1689182.618,1681797.056,1535637.971,1364731.961,1201643.727,1142673.439,1174440.098,1097511.68,990430.64,1097889.89,1077670.52,1349893.49,1636493.46,1653417.16,1613021.41,1411220.72,1249048.74,1181597.91,1132310.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680050030,桃園市,蘆竹區,628216.21,549135.92,634896.99,634998.84,780007.80,888580.63,933881.96,957618.41,795118.51,663060.16,564489.47,481210.69,962029.1392,853273.1428,1013745.921,971443.7202,1224382.639,1454150.027,1463975.32,1361952.548,1176586.434,1032432.802,980977.5697,1047369.115,955206.04,882339.37,963417.91,959778.83,1191977.87,1408792.03,1439271.11,1430583.68,1216666.13,1073162.42,1014393.97,1009797.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680050035,桃園市,蘆竹區,671140.03,583381.40,697769.99,715229.00,892276.20,1032522.99,1132867.11,1137105.84,950222.41,784062.55,686636.16,587751.56,508026.2574,443048.3686,522065.4663,505448.468,651357.1248,809841.3857,874248.5511,757307.3785,629407.0154,545847.827,488041.2052,526328.9064,504423.13,458140.54,496147.22,499379.15,634118.17,784580.73,859495.83,795469.40,650847.38,567381.60,504666.03,507448.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680050038,桃園市,蘆竹區,860462.72,750270.21,828773.56,838252.62,953314.93,1090064.16,1281366.51,1188778.76,1013308.19,935891.12,809728.25,772760.52,396341.927,354937.4046,422905.0808,388869.0673,526526.2034,658382.3396,675164.5087,622734.4594,537083.5575,442650.6885,403110.6621,401568.9247,393530.91,367028.13,401909.71,384199.61,512591.05,637846.01,663771.28,654115.12,555378.98,460113.32,416842.38,387163.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680050039,桃園市,蘆竹區,393009.68,334171.08,398803.54,400892.25,516930.20,613680.53,655374.23,667218.43,545748.30,425468.69,371789.31,302346.52,628226.1838,553078.4125,649886.7278,611507.7454,766901.363,929169.6141,992155.3279,864735.9767,733817.506,646254.4131,583363.3642,639430.204,623770.55,571918.69,617622.72,604164.89,746604.39,900186.86,975412.96,908311.51,758814.55,671749.24,603235.28,616492.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680050041,桃園市,蘆竹區,621966.62,516008.19,575598.56,589919.53,668016.78,773305.06,913686.90,824101.20,696262.63,652243.22,500026.95,450633.95,514181.1,483453.3477,511749.9673,517706.3784,630878.4725,712018.7521,680928.7081,682584.4742,521301.5422,554559.8562,453669.8929,547692.042,510534.32,499921.89,486343.84,511489.87,614181.51,689809.39,669438.21,716981.08,539059.36,576437.32,469123.88,528045.05,9,9,10,4122,4458,4206,10095,10917,11486,2449,2449,2731,1121.7,1213,1148.6,
A680060011,桃園市,大園區,520346.56,426352.93,493834.29,500880.80,564734.67,676729.75,782489.05,662616.15,641662.78,509978.26,466495.91,434704.51,614321.9292,485117.2286,604355.9349,540213.3372,593592.4426,771960.1916,901975.7505,699935.2964,654657.7351,562264.2565,507937.7708,599739.5682,609964.91,501642.45,574352.33,533726.57,577882.30,747881.13,886755.14,735206.24,676958.25,584445.66,525240.36,578225.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680060015,桃園市,大園區,827084.54,794663.88,802700.48,902339.99,1058474.20,1206703.94,1330629.07,1427759.20,967782.51,1081394.54,733514.02,810861.94,767858.7947,730122.0011,845061.8302,881652.5165,1082671.461,1194341.493,1331406.993,1300261.83,932343.5286,1025113.961,779660.2123,793927.9902,762412.83,754993.16,803108.24,871065.82,1054017.25,1157087.47,1308939.84,1365784.26,964103.24,1065554.85,806218.86,765447.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680060020,桃園市,大園區,543469.84,557101.64,533797.75,626641.62,664563.99,810099.42,847561.32,985017.04,598087.66,699291.03,369809.67,453464.77,522374.5412,520540.3516,590635.6008,645854.5141,713178.1737,838904.0927,843233.5712,923099.5365,559803.0518,701822.1771,507148.7484,603976.2478,518669.65,538272.24,561313.15,638099.23,694303.05,812736.91,829004.22,969616.11,578872.40,729509.16,524424.46,582310.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680060023,桃園市,大園區,473423.21,427929.35,465262.22,468084.93,515513.02,595865.41,706052.84,634480.53,536719.92,499480.15,416984.51,431204.99,667458.4146,589841.7906,673601.8805,616979.9849,807199.2041,969400.1284,972990.8726,914604.1154,766385.6424,663606.9145,644147.0937,710850.2373,662724.53,609934.39,640160.52,609571.42,785835.70,939162.50,956571.90,960692.59,792492.10,689786.30,666089.57,685350.38,53,51,50,2294,2258,2415,15261,15725,15885,6653,6964,6577,288,308.3,317.7,
A680060027,桃園市,大園區,25377.33,23110.10,23871.27,22782.06,29343.27,29744.25,33979.15,34439.89,26086.31,25804.50,10512.48,7874.50,443467.2085,381970.5665,452746.3796,451940.6677,510237.5649,580928.388,672310.9354,577435.121,481288.2408,471877.8239,396650.5905,467390.8508,440321.96,394982.16,430269.52,446513.86,496733.51,562808.01,660965.86,606533.07,497683.03,490493.47,410162.25,450624.45,6,6,7,72,281,323,226,3871,3825,3139,13776,11842,37.7,645.2,546.4,
A680060034,桃園市,大園區,753099.45,723397.15,752624.97,790819.06,888265.88,972353.80,1041537.51,1073515.39,814579.95,860958.10,492370.46,453369.17,798526.1399,724754.2599,847538.3695,769222.5412,955771.2122,1126526.511,1189962.117,1105479.592,962799.6785,871715.4728,844364.4616,940640.9464,792862.67,749442.57,805461.83,759985.88,930475.57,1091387.78,1169881.81,1161186.61,995596.86,906104.77,873127.22,906897.96,13,12,10,496,1861,1729,2380,8369,6010,4799,4497,3476,183.1,697.4,601,
A680060035,桃園市,大園區,574208.50,516517.47,563868.83,556246.90,656056.79,782597.89,855787.61,876408.30,744412.44,654583.31,535523.89,472620.06,669533.6933,623234.0536,688397.8027,697405.7909,825376.5085,909690.7473,901994.1917,883163.6543,716625.2013,760894.6882,635553.7216,747687.9002,664785.09,644464.14,654221.89,689031.49,803531.92,881315.58,886773.27,927667.79,741036.60,790912.09,657203.47,720866.59,19,19,19,418,728,801,1384,3658,3572,3311,5025,4460,72.8,192.5,188,
A680070003,桃園市,龜山區,618150.28,429546.54,523196.87,479968.54,559655.79,579476.61,694929.20,578904.94,572922.87,497998.51,477565.97,417376.10,621256.7941,457207.3418,581557.556,498235.0913,552150.9431,612995.4057,723168.1377,555677.0858,534977.8279,473974.5286,451839.7167,575739.6657,616850.59,472781.83,552685.79,492252.39,537537.60,593874.79,710964.86,583678.61,553201.52,492672.89,467231.36,555086.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
