Region,County,Town,102_1,102_2,102_3,102_4,102_5,102_6,102_7,102_8,102_9,102_10,102_11,102_12,103_1,103_2,103_3,103_4,103_5,103_6,103_7,103_8,103_9,103_10,103_11,103_12,104_1,104_2,104_3,104_4,104_5,104_6,104_7,104_8,104_9,104_10,104_11,104_12,Factory_cnt_102,Factory_cnt_103,Factory_cnt_104,Factory_employee_102,Factory_employee_103,Factory_employee_104,Factory_to_102,Factory_to_103,Factory_to_104,To_employee_102,To_employee_103,To_employee_104,To_factory_102,To_factory_103,To_factory_104,
A680080011,桃園市,八德區,438594.29,424273.19,443801.49,455791.06,557523.21,621215.40,637644.58,681648.28,519390.58,513663.75,445568.80,467141.01,461461.9445,437747.2287,479290.8767,469795.1303,582564.2173,674483.4677,653143.6626,648611.1771,513022.8507,511675.2499,466317.8674,552718.5236,458189.07,452658.82,455496.20,464153.93,567145.95,653444.91,642122.03,681295.81,530498.66,531860.91,482202.70,532891.22,19,18,17,745,733,729,2682,2676,2548,3600,3651,3495,141.2,148.7,149.9,
A680080023,桃園市,八德區,370562.11,335187.39,375368.92,371128.51,469074.14,505999.94,538865.78,548014.48,424550.08,393803.31,371689.84,379322.24,381820.1124,343767.781,397746.0668,369792.4696,487386.3909,547044.7976,556236.7023,521997.7933,417398.5828,388659.9122,347323.3913,376140.228,379112.09,355478.02,377999.73,365352.08,474487.12,529981.32,546850.35,548302.16,431617.01,403992.60,359154.75,362647.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680080028,桃園市,八德區,634979.26,560256.72,634444.83,641648.29,778143.49,877879.81,954957.61,934493.72,795220.11,742348.94,633837.83,562493.98,616029.077,555038.6676,674785.2705,672076.0872,815947.2724,945825.3929,998324.3078,900258.1626,774207.0315,729290.2093,624960.7932,677199.8389,611659.95,573945.72,641285.16,664005.94,794352.24,916323.11,981477.84,945623.72,800579.92,758060.81,646249.70,652907.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680080029,桃園市,八德區,463293.96,391435.73,435323.35,441163.92,502192.45,586773.90,648107.70,589420.38,536804.92,462778.01,401120.32,412403.04,457564.8547,384012.567,473365.4136,446076.8158,520775.9972,621126.6152,680780.0292,561933.0948,501012.6508,449263.4828,407092.242,462920.5922,454319.62,397093.72,449864.91,440720.42,506993.03,601752.37,669292.04,590249.87,518079.34,466986.99,420959.59,446314.55,0,0,4,0,0,34,0,0,312,0,0,9173,0,0,78,
A680080034,桃園市,八德區,596249.76,484907.64,554505.42,574100.81,651003.00,746837.90,870136.70,768644.37,752362.87,622589.90,582150.34,581726.52,666274.1957,528859.8142,691013.5111,631514.2998,740756.4564,858095.4515,1020717.172,795293.1311,768133.4639,663905.5339,625144.6406,683136.8742,661548.71,546875.10,656707.74,623931.21,721151.44,831329.65,1003492.83,835369.32,794299.46,690096.70,646439.81,658631.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680080043,桃園市,八德區,572309.09,491055.56,572702.16,569126.02,661076.90,732719.15,825241.87,733170.68,705514.61,614376.58,522642.10,481104.71,611969.5351,519173.9184,641165.6129,612148.0338,720467.6074,819417.1231,890586.3981,738679.566,698921.6519,625719.1809,581143.4928,626730.8381,607629.20,536859.26,609334.57,604797.49,701399.56,793857.78,875557.98,775902.90,722729.99,650403.89,600939.79,604248.54,5,5,5,59,65,74,339,488,366,5742,7501,4947,67.8,97.5,73.2,
A680080048,桃園市,八德區,427595.98,357020.00,406119.81,408862.03,444493.66,513814.09,580387.99,498391.75,462048.48,409986.70,380125.17,353831.94,426993.8629,349467.1457,428765.9048,405209.1354,445303.8043,533917.7782,603080.0417,484133.8429,449980.9833,402592.6343,362303.0292,426567.7509,423965.45,361371.53,407479.57,400343.47,433518.30,517263.76,592903.22,508530.18,465309.31,418474.97,374644.66,411265.77,8,8,9,284,283,295,1447,1476,1478,5094,5215,5009,180.8,184.5,164.2,
A680080049,桃園市,八德區,518257.82,412512.98,468156.21,471686.82,529961.12,616154.09,709742.48,610207.42,585435.47,480743.08,441864.28,448772.20,496075.8906,406258.4835,505589.413,481377.337,546419.4215,659747.3264,752370.3781,597325.1197,558484.3622,487916.2171,443698.1734,489750.3793,492557.52,420097.43,480489.13,475597.06,531957.77,639168.42,739674.32,627425.36,577508.79,507164.58,458812.48,472181.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680080056,桃園市,八德區,514448.34,419213.18,495322.11,489820.45,542372.27,631542.45,708286.72,670372.63,695986.53,554933.38,556157.03,343616.82,707632.6163,556895.4572,720510.2226,673617.6884,800344.6706,959619.2833,1089518.863,841758.0728,876313.2555,712924.1911,710744.8615,802534.2674,702613.80,575865.76,684740.07,665529.03,779162.58,929686.74,1071133.51,884175.71,906164.33,741049.15,734955.95,773745.49,12,9,9,158,156,175,345,255,315,2184,1636,1800,28.8,28.4,35,
A680090004,桃園市,龍潭區,277795.29,257839.72,307304.30,297966.20,309158.81,344499.40,385589.90,346625.28,307051.85,290584.32,260926.75,283130.36,298864.6085,247402.4181,295720.8343,278635.3037,303859.5098,343806.1467,390845.3658,328912.3509,299402.1394,293112.9146,271778.0472,316212.1271,296744.94,255830.03,281039.60,275289.51,295817.50,333082.11,384249.95,345486.81,309601.09,304676.26,281036.00,304868.86,6,5,5,172,153,148,997,1336,1016,5794,8732,6865,166.1,267.2,203.2,
A680090008,桃園市,龍潭區,437588.65,365835.71,415813.62,399188.94,439961.63,489297.92,549777.73,499519.18,465705.31,406285.79,379856.83,324476.32,423432.2123,351439.0732,427630.0339,396119.3471,430707.3823,522442.2628,584477.1019,475672.1425,439128.5933,392119.1738,358996.2525,436562.6409,420429.06,363410.63,406400.09,391362.83,419308.19,506146.19,574614.20,499642.08,454087.24,407588.33,371225.24,420902.12,17,8,6,1648,1494,1326,10602,10848,8237,6434,7261,6212,623.7,1356,1372.8,
A680090014,桃園市,龍潭區,361230.88,349352.21,361858.79,371697.88,413172.26,457340.93,447092.18,475180.83,368125.50,369162.28,339914.93,373612.66,359524.936,337329.7777,361428.3736,343877.9839,409373.4027,468652.3214,447630.063,444237.9838,354078.7637,353719.8235,318934.7046,363898.9549,356975.04,348820.71,343485.05,339748.77,398538.84,454034.07,440076.42,466623.90,366140.24,367674.12,329799.02,350845.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680090018,桃園市,龍潭區,22094.80,19142.83,21193.81,20997.08,21732.92,25017.32,26484.80,24447.68,23302.01,21041.66,19657.50,13945.73,24567.70408,21307.80275,25668.85538,24192.64009,25465.43353,31773.95652,33453.03136,28133.69473,26906.43864,23414.89896,21573.28912,25825.38691,24393.46,22033.64,24394.51,23902.14,24791.46,30782.86,32888.52,29551.40,27822.99,24338.62,22308.17,24898.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680090023,桃園市,龍潭區,593446.19,470982.27,581426.11,539023.31,677487.36,707115.33,843645.93,706443.58,774790.65,529406.46,602829.47,513946.74,555946.1647,426553.7671,594953.6741,470889.056,657432.1169,677402.2816,867071.5409,589930.8973,691506.9202,494958.5077,599576.6486,523378.5503,552003.17,441084.06,565416.85,465234.72,640032.38,656272.68,852439.93,619658.53,715062.68,514484.69,620000.86,504603.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680090029,桃園市,龍潭區,454452.29,370954.79,434796.92,404932.16,468899.99,475005.52,551477.77,485617.12,484862.82,382541.85,418835.08,382838.39,464704.3409,388953.5069,484995.3486,397926.497,491237.043,516494.6027,602266.8086,443554.8292,468081.3456,386439.0938,418850.4363,428696.5976,461408.47,402202.97,460917.47,393148.28,478235.86,500384.05,592103.71,465906.32,484026.25,401684.17,433118.32,413318.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680090031,桃園市,龍潭區,543245.44,392493.07,534306.52,450911.52,607752.03,540889.30,727516.58,538773.08,665364.39,381945.94,522170.01,458739.30,604149.613,406607.3786,629185.1982,407460.6612,624017.5191,579503.8641,830306.6121,519028.9199,674931.2019,426600.0677,557779.232,513703.1511,599864.74,420458.21,597948.93,402567.96,607502.14,561427.92,816295.40,545183.68,697922.32,443429.50,576779.64,495275.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680090036,桃園市,龍潭區,480483.20,449866.39,442378.34,461155.68,481817.34,509359.11,523764.66,546351.71,430678.80,484607.63,319517.58,350040.98,482000.7641,449755.6395,449738.3754,457894.0952,500969.4633,535580.0582,564481.1757,564333.9039,421585.8753,478807.4396,407692.8913,444755.4875,478582.22,465076.29,427410.85,452395.80,487710.70,518874.19,554955.70,592771.66,435946.94,497696.46,421580.70,428801.07,26,31,34,1909,2289,2349,7336,8722,8990,3843,3810,3827,282.1,281.3,264.4,
A680090037,桃園市,龍潭區,273830.82,250148.63,263610.17,252558.85,287823.47,300976.44,306970.08,309332.76,260039.49,247955.14,249698.58,266439.52,269163.2746,239923.5801,268185.2963,240169.9195,287832.3003,308485.5015,305380.3962,282580.6262,251607.7365,239882.877,233295.3759,261690.1153,267254.26,248096.43,254871.08,237286.01,280214.47,298863.19,300227.18,296820.35,260178.60,249346.29,241242.44,252302.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680090042,桃園市,龍潭區,449440.45,473576.47,446965.85,525482.57,457920.02,535073.92,512229.15,614468.84,435805.05,534015.34,335490.05,409834.09,449503.6011,507894.7851,457317.4848,553935.7733,463807.1682,602011.0299,487340.3947,602503.9115,376701.3685,532564.2268,384498.6683,554545.346,446315.54,525195.91,434613.69,547284.23,451531.95,583233.04,479116.65,632865.12,389533.47,553573.96,397596.38,534652.51,56,58,62,825,888,1018,2704,2948,3749,3277,3320,3683,48.3,50.8,60.5,
A680090043,桃園市,龍潭區,496831.81,579501.39,474575.18,622871.06,502462.56,659962.17,520072.31,710203.97,425003.51,631472.82,397427.38,547448.37,575301.2589,606826.9128,525296.5135,697394.4548,617627.5303,856325.627,628852.1495,771142.7408,497915.4742,672001.3912,479672.3936,669961.9385,571220.99,627498.10,499217.86,689020.29,601281.27,829615.03,618240.43,810001.95,514876.66,698511.94,496012.14,645928.84,27,31,29,2390,2688,2841,10071,11641,12229,4214,4331,4304,373,375.5,421.7,
A680100002,桃園市,平鎮區,1153770.68,1125266.16,1156190.31,1211102.52,1370221.98,1535630.51,1523593.08,1595124.72,1289965.35,1241461.41,1094608.50,1085000.64,1238084.284,1106343.593,1242227.735,1201981.62,1448482.955,1691946.53,1589932.159,1521250.101,1324320.474,1265602.639,1185232.249,1304663.443,1229303.29,1144030.51,1180556.61,1187548.48,1410147.10,1639171.16,1563102.46,1597908.51,1369432.64,1315530.84,1225606.46,1257862.12,111,108,108,1461,1397,1317,3999,3995,3457,2737,2860,2625,36,37,32,
A680100004,桃園市,平鎮區,502904.30,413137.74,501733.18,488891.21,580578.07,716778.62,791550.88,714073.08,712182.85,484623.14,509330.18,398211.14,582405.6259,441978.6383,624756.8292,524995.5553,689529.4311,863342.8798,936449.547,686515.0174,753291.0322,533404.4211,601449.5687,586888.4486,578274.97,457034.37,593740.41,518691.52,671280.20,836413.40,920647.20,721109.69,778951.43,554447.30,621937.58,565835.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100007,桃園市,平鎮區,412323.83,333360.36,405022.96,367013.15,434738.66,518712.39,584697.14,494849.58,518681.32,349517.09,373165.25,195707.02,403122.6688,314017.7767,415065.4371,353766.3615,418003.8992,549924.0577,610573.3596,444434.8152,467756.7913,344036.829,360713.6697,379653.7668,400263.56,324714.60,394459.27,349518.41,406940.92,532770.77,600270.09,466830.65,483690.64,357609.13,373001.16,366034.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100071,桃園市,平鎮區,529431.60,502011.67,494204.62,495930.27,541281.96,560535.42,606534.76,637884.73,486667.02,522468.32,354083.86,376488.98,543642.0087,494913.166,509517.8947,492824.573,598637.0544,631928.3851,650544.3091,634768.2938,494632.4775,528056.4397,478942.0619,552992.8545,539786.28,511772.08,484222.58,486906.84,582793.40,612217.21,639566.54,666755.36,511481.83,548888.34,495256.93,533155.71,7,9,9,218,204,188,628,657,646,2881,3220,3435,89.7,73,71.8,
A680100075,桃園市,平鎮區,659640.64,683425.80,625933.69,734403.95,788143.80,942471.26,918171.14,1102263.14,712508.71,895321.07,195142.88,258291.92,642540.5168,659270.2525,675176.3457,753536.4864,867999.7954,1047068.787,923942.2089,1062615.888,669947.402,846798.597,625372.3827,788105.5351,637983.36,681727.89,641656.82,744488.18,845027.13,1014408.51,908350.92,1116162.93,692768.75,880204.92,646675.31,759834.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100080,桃園市,平鎮區,493338.60,452623.59,467923.13,468702.69,521160.47,533325.95,605750.49,607010.90,470985.23,491072.96,268245.24,291669.00,478326.4242,420388.6384,489057.6751,468171.7167,540053.0785,557903.6892,609090.1101,575953.2643,452311.5732,474961.8295,432047.6513,465432.0749,474933.94,434708.92,464778.12,462550.01,525759.92,540501.50,598811.87,604976.54,467719.29,493699.14,446765.09,448735.94,0,4,0,0,67,0,0,206,0,0,3068,0,0,51.4,0,
A680110005,桃園市,新屋區,375112.60,399190.14,365656.70,405489.27,446960.29,506796.15,509646.22,574340.48,399463.20,458607.18,233522.56,256200.55,439873.0574,423967.9707,447571.205,456565.107,516815.3437,582722.8717,573091.4926,600582.7806,457868.9061,495657.5215,428936.7715,513399.0731,436753.30,438410.18,425351.27,451082.77,503137.20,564546.52,563420.72,630847.18,473465.93,515211.28,443548.24,494982.25,23,21,22,416,471,449,1815,2123,1736,4363,4507,3865,78.9,101.1,78.9,
A680120005,桃園市,觀音區,555227.79,502683.58,568415.73,561679.47,685235.71,796569.20,859163.99,824902.14,756236.54,599555.20,556485.11,526279.46,596457.578,493704.3245,610706.8287,543631.097,674219.1254,818183.9168,884589.8275,750871.1892,721275.405,575445.2447,573906.3612,587717.094,592227.26,510522.06,580387.93,537103.29,656375.10,792663.04,869662.60,788708.88,745845.21,598146.64,593456.13,566634.31,0,0,4,0,0,80,0,0,201,0,0,2515,0,0,50.3,
A680120007,桃園市,觀音區,332852.75,306698.06,340811.05,340853.48,358558.22,480989.97,507676.38,469228.55,443209.67,329848.82,310752.29,252159.96,357743.8237,317496.5833,381725.9065,352186.6223,378627.7313,525077.4395,545031.06,421198.9123,399432.7674,339786.5338,321665.0084,386081.7329,355206.56,328311.91,362774.90,347957.64,368606.89,508699.17,535833.80,442423.85,413039.20,353191.16,332622.33,372232.08,13,6,4,251,146,61,888,486,105,3538,3326,1726,68.3,80.9,26.3,
A680120011,桃園市,觀音區,409456.98,363233.32,391232.55,401622.91,442271.07,522701.12,608716.52,541403.02,463764.09,416297.42,356927.88,376299.94,425440.1332,365708.4361,434475.0802,415596.8387,455417.3515,553238.9358,643640.7941,539530.3572,465484.0605,442290.7289,392439.4214,452055.9418,422422.74,378166.07,412905.31,410606.44,443364.18,535982.25,632779.52,566718.22,481340.49,459739.16,405807.63,435839.64,14,14,14,191,310,306,508,913,945,2658,2946,3088,36.3,65.2,67.5,
A680120012,桃園市,觀音區,279783.69,265592.16,268988.14,274680.56,326547.77,354137.24,377894.43,398923.40,303356.66,305014.44,248410.81,251022.22,278403.7418,257347.4952,276085.8542,266142.8975,329261.3194,366606.1466,366684.1514,366673.1683,285881.405,288367.5595,260082.1314,301130.4626,276429.19,266113.88,262379.41,262947.11,320547.02,355170.93,360496.45,385150.46,295619.78,299743.70,268941.67,290328.21,11,7,9,135,48,51,307,65,83,2277,1358,1629,27.9,9.3,9.2,
A680120018,桃園市,觀音區,362093.04,328397.08,340442.40,344044.57,385566.31,401237.14,496876.76,485660.08,342794.77,354228.05,298808.03,318043.22,375893.2366,332594.6083,370335.819,365883.7546,419769.2822,437706.6199,503552.5304,479784.9225,341299.5401,368639.6157,317996.997,309473.7249,373227.25,343924.24,351950.28,361490.30,408659.58,424053.63,495055.21,503962.11,352925.70,383182.50,328829.37,298372.18,12,50,52,235,976,970,1402,3958,3843,5966,4055,3961,116.8,79.2,73.9,
A680120019,桃園市,觀音區,375757.42,351451.79,356171.48,371880.42,397449.75,431615.44,477618.34,506365.43,357575.41,392503.36,232919.36,257432.05,386275.3206,375105.936,373213.5769,392030.1651,415617.1613,484611.4295,466234.5083,499221.7093,339476.6749,400581.2921,328729.5685,379679.3443,383535.70,387883.69,354685.17,387322.75,404617.35,469495.38,458366.92,524378.35,351040.74,416384.28,339927.54,366059.36,13,11,11,518,452,485,1215,1387,1356,2345,3069,2796,93.4,126.1,123.3,
A680130001,桃園市,復興區,248443.11,233537.66,234819.14,235580.30,265140.53,276497.88,280148.04,292512.74,225521.00,240934.79,165548.27,167071.58,233838.4467,217998.4851,239774.8637,239194.4158,265652.9674,289321.692,285376.6277,287064.2011,226771.7782,247944.1198,211487.0724,241654.0861,232179.97,225424.47,227871.10,236322.22,258622.14,280297.14,280560.97,301529.86,234496.62,257725.55,218691.25,232985.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680130002,桃園市,復興區,249468.46,248532.29,256836.92,266469.67,278835.98,302489.82,291405.37,299103.47,265731.22,254893.54,207138.09,192782.99,258471.9072,239604.335,270434.7834,259834.3255,283109.855,321614.0381,302913.8641,275058.9275,247031.5805,254888.7338,234046.9442,281912.5305,256638.72,247766.31,257008.89,256714.29,275617.01,311582.22,297802.27,288919.62,255446.56,264944.13,242019.61,271799.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680130004,桃園市,復興區,159288.27,135949.64,158239.15,151310.77,166851.31,156128.66,171300.80,156052.79,158439.20,139096.37,145903.32,141172.66,168064.3805,135634.9195,176925.5002,150769.5184,183404.0913,182207.4846,206124.661,155891.0708,170820.4074,157410.3786,177588.8931,188853.5683,166872.40,140255.24,168141.93,148959.11,178550.08,176524.05,202646.36,163746.69,176639.30,163620.24,183638.35,182078.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680130006,桃園市,復興區,258640.28,235404.89,277297.27,248040.54,265979.94,294846.48,337297.08,287351.46,270847.74,252136.98,257057.97,193568.08,291950.3498,243082.9095,308307.7385,270776.3854,295170.8745,322157.8508,357646.361,281245.9812,269765.2809,250748.0831,251774.4089,286901.6934,289879.72,251363.38,293001.62,267524.96,287358.82,312109.07,351611.17,295418.45,278954.67,260640.13,260350.95,276609.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680110009,桃園市,新屋區,564976.07,548798.37,553307.72,599623.63,685959.89,780598.87,829763.00,922737.04,605670.69,697705.74,453651.75,513480.23,573622.6938,549732.6924,582374.3565,629840.6125,724539.31,846966.0212,822160.1629,887603.3694,578034.2763,687289.4261,510496.9055,582247.8909,569554.33,568459.00,553462.04,622277.62,705363.50,820547.37,808286.42,932331.23,597724.66,714403.09,527886.67,561361.30,0,8,5,0,170,140,0,506,472,0,2977,3374,0,63.3,94.5,
A680110010,桃園市,新屋區,608010.82,571718.73,585079.22,632293.95,717350.72,785910.12,905785.25,943594.78,656914.77,729918.72,546127.61,616138.42,602328.5473,558638.7819,620604.1364,653028.518,760187.5436,831358.7062,906933.6335,886994.3109,648255.2808,723226.0128,577049.5891,587405.4963,598056.59,577668.47,589793.88,645187.09,740068.26,805426.88,891629.36,931691.48,670337.70,751757.38,596706.43,566333.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680110016,桃園市,新屋區,441858.53,429886.71,428827.44,462028.04,492551.17,533169.93,592958.51,635590.47,434796.61,487031.34,193574.09,211714.42,452174.3028,435209.9786,463206.8245,482971.8941,545895.9676,596751.9894,596737.0351,605769.3123,426066.9309,486459.0717,391588.2462,457390.7021,448967.30,450035.14,440210.65,477172.47,531448.17,578138.04,586667.25,636295.07,440580.64,505649.95,404927.46,440983.03,21,21,25,619,823,801,4698,5789,5791,7590,7034,7229,223.7,275.7,231.6,
A680110017,桃園市,新屋區,326975.70,289655.16,324886.69,336845.76,381210.70,425448.93,502041.69,453999.04,393707.18,367823.21,309174.72,260676.09,269459.1531,231487.9256,277433.7618,274280.6843,309024.1276,357848.1152,414853.7918,348341.9309,296932.2352,286140.0356,246818.5086,281677.1882,267548.04,239373.42,263660.40,270987.18,300845.43,346686.08,407853.24,365895.48,307047.05,297428.30,255226.23,271572.77,6,0,4,238,0,70,1337,0,151,5619,0,2159,222.9,0,37.8,
A680110018,桃園市,新屋區,233349.45,209345.85,229152.62,236176.69,254297.06,300808.15,345558.80,306970.15,264681.09,243056.19,210433.19,186566.01,235236.6936,202303.4953,242057.6121,235935.129,259658.63,309185.9706,343437.6527,289273.1104,256007.2981,239464.7713,217543.3684,253001.9505,233568.30,209194.84,230040.52,233102.07,252786.45,299541.81,337642.23,303850.08,264728.03,248911.69,224953.85,243926.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680120003,桃園市,觀音區,1087703.77,852491.05,1065214.32,1013286.50,1211577.35,1476684.79,1729533.15,1469818.18,1558407.88,1015665.30,1091211.33,825614.34,1300536.017,1066614.752,1441266.259,1262664.629,1520414.213,1924379.679,2214710.616,1659459.425,1779096.468,1359504.373,1426210.715,1467603.12,1291312.09,1102948.33,1369713.75,1247502.82,1480174.61,1864354.23,2177337.94,1743082.44,1839700.30,1413137.01,1474793.71,1414956.77,99,99,100,6041,6970,6906,36124,44996,37079,5980,6456,5369,364.9,454.5,370.8,
A680120004,桃園市,觀音區,667321.00,538986.23,678209.50,590091.17,716521.43,828382.68,976381.35,838578.21,888011.41,575565.74,650876.83,509289.82,695850.9459,528880.8284,743207.7023,582843.0356,774273.3105,882192.4991,1068654.685,733483.7996,863614.5008,603829.2228,699349.4492,656292.2136,690915.69,546896.83,706310.72,575844.38,753781.23,854675.06,1050621.41,770445.31,893033.00,627650.37,723172.36,632749.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680120006,桃園市,觀音區,624471.30,550188.02,605013.67,563725.18,607593.31,754412.21,780761.63,765377.68,722884.82,546868.31,527075.84,576099.34,672529.108,600895.0965,713201.9912,581386.5261,633670.5379,880771.9285,895574.1654,740854.3357,730655.0337,582535.6185,565922.7578,737350.5763,667759.26,621364.22,677794.66,574405.36,616899.68,853298.80,880461.58,778187.26,755544.35,605516.73,585200.57,710900.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680120010,桃園市,觀音區,222084.87,190264.77,216385.69,214123.76,233467.01,286650.91,332714.05,284273.86,259514.61,222601.48,198893.62,159697.81,219459.8882,183681.9373,228019.765,215079.4383,235678.0345,285329.4867,323863.8294,262886.0402,242717.294,217596.8922,196003.0366,231008.5354,217903.39,189938.95,216699.59,212496.81,229440.53,276429.46,318398.71,276133.32,250985.31,226181.12,202679.76,222721.72,27,23,24,917,1068,1138,3716,5958,6895,4052,5578,6059,137.6,259,287.3,
A680120013,桃園市,觀音區,224760.78,192938.87,220392.65,225472.90,243545.78,307137.67,354392.76,310065.54,280210.29,241694.51,211076.09,218108.70,251962.7415,210154.283,253490.2312,240121.3766,259456.0176,328376.8546,376711.5818,306286.9631,277509.7599,254077.2856,225338.9951,265779.7293,250175.72,217313.06,240905.56,237238.05,252589.20,318134.09,370354.67,321721.29,286962.96,264100.67,233015.03,256245.59,5,14,15,104,299,293,896,2466,1786,8620,8248,6096,179.3,176.1,119.1,
A680120014,桃園市,觀音區,621633.28,587208.30,601757.77,624386.53,722123.70,830521.17,892074.14,914154.42,703677.34,671785.51,538235.44,544828.50,608534.7945,549594.4032,647541.3186,632432.7484,768051.3179,900284.2075,942528.1316,868649.6785,707079.9446,682265.9721,614915.384,669696.0401,604218.82,568316.00,615393.75,624838.63,747723.91,872202.45,926623.21,912422.43,731166.19,709181.46,635862.10,645672.48,15,7,8,175,61,53,614,150,77,3507,2455,1451,40.9,21.4,9.6,
A680120016,桃園市,觀音區,378855.73,366285.23,374156.62,387323.68,457122.26,522709.03,525167.95,562067.48,425666.20,425240.00,322007.76,331125.08,391261.3837,360872.1511,409116.3723,400049.8741,493464.6391,567113.2033,562373.6823,559021.4001,420876.0259,456826.6835,376351.0712,466069.6253,388486.40,373165.04,388805.55,395246.16,480404.50,549423.75,552883.77,587191.45,435212.91,474848.56,389171.24,449350.62,12,13,16,470,480,514,2272,2390,2530,4833,4979,4922,189.3,183.8,158.1,
A680100010,桃園市,平鎮區,362092.00,336110.37,362155.09,360005.23,449047.33,487930.73,508582.21,526285.74,411442.61,389519.62,332467.14,319351.11,359025.524,324656.7661,370493.6443,348839.2275,463381.8517,522598.7437,537042.3017,517651.1387,413337.5398,391591.6834,350592.8783,379355.9639,356479.17,335716.00,352100.27,344650.44,451117.89,506297.79,527979.85,543736.47,427417.63,407040.03,362535.61,365747.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100014,桃園市,平鎮區,387719.99,327513.68,382704.07,361154.13,410060.46,501874.66,549659.53,488804.00,496953.59,361422.74,357185.52,88804.20,379328.7426,309872.8124,407890.2087,343239.4566,402727.7063,537072.1084,603881.2316,433571.1918,453580.4014,348220.0985,355762.2759,378686.343,376638.39,320428.44,387640.26,339117.91,392069.03,520319.70,593690.89,455419.59,469031.34,361957.43,367881.10,365101.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100019,桃園市,平鎮區,683218.36,658467.89,722886.50,733559.48,901400.07,983452.41,1072197.81,1104224.70,916948.39,868387.66,678302.76,538060.15,816555.31,722504.4967,869934.2985,823417.0068,1037053.804,1164402.73,1219183.633,1109082.362,942392.0228,878744.2178,809546.7168,888616.9855,810763.97,747116.17,826745.90,813529.59,1009606.92,1128082.56,1198610.22,1164970.93,974494.03,913410.80,837123.43,856740.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100026,桃園市,平鎮區,451398.10,461768.27,458153.84,482221.37,573375.07,668483.67,662689.77,731868.17,529518.91,528762.25,465450.93,514359.95,488582.3232,474724.5973,500239.6614,493649.8224,620361.6111,723043.0636,691018.4296,685352.0417,522322.8229,508561.5941,450489.8491,521333.2921,485117.10,490895.80,475404.97,487722.18,603942.99,700489.83,679357.67,719888.11,540115.43,528624.42,465835.51,502631.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100028,桃園市,平鎮區,347252.59,331950.77,334887.03,328271.32,411101.93,441268.95,468636.91,488303.05,368326.00,366687.47,260604.49,256606.96,339020.5305,311239.0426,345416.8733,327358.0865,433444.5754,474532.3725,477715.5581,462533.1871,356248.2224,345960.9232,307300.0326,343432.2567,336616.06,321841.21,328268.45,323427.24,421972.94,459730.71,469654.23,485841.03,368383.60,359609.13,317768.02,331112.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100031,桃園市,平鎮區,653197.84,611262.66,625953.07,639275.51,723042.28,777768.26,892882.36,916706.13,717229.10,746407.63,599196.35,643590.10,618955.6333,549032.2428,607666.584,601727.5266,780944.5633,804522.9217,905467.9403,857708.4365,622104.5011,660587.6643,559731.7893,506975.4425,614565.75,567734.69,577498.62,594502.11,760275.92,779428.16,890188.40,900929.84,643296.11,686647.94,578798.71,488789.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A680100033,桃園市,平鎮區,462295.47,459841.32,450085.83,459958.53,566080.98,629662.33,632501.64,677276.12,517692.09,521365.45,348162.66,336307.65,460455.8388,433622.1954,473560.4672,472681.7421,593198.5169,676360.3206,653202.5259,648126.4246,493393.3284,493350.167,429246.0463,490917.2164,457190.10,448393.27,450050.28,467005.88,577498.80,655263.22,642179.90,680786.63,510200.47,512812.90,443868.05,473306.87,20,20,20,319,328,300,2989,3248,2146,9371,9903,7153,149.5,162.4,107.3,
